,col_name,Label,Sample Name,formula,name
2,13570.50185,C13_192.0_111.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 192/111
3,134292.15185,C13_192.0_111.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 192/111
4,118804.39595,C13_192.0_111.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 192/111
5,192447.05185,C13_192.0_111.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 192/111
6,211989.20185,C13_192.0_111.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 192/111
7,230901.75185,C13_192.0_111.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 192/111
8,175740.80185,C13_192.0_111.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 192/111
9,193786.60185,C13_192.0_111.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 192/111
10,226645.88365,C13_192.0_111.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 192/111
11,203557.85185,C13_192.0_111.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 192/111
0,29310.706522,C13_134.0_116.0,T. [13C-glc] G7 30min,C4H3O4,Malate 134/116
1,0.0,C13_134.0_116.0,T. [13C-glc] G7 30min,C4H3O4,Malate 134/116
2,6458.539022,C13_134.0_116.0,T. [13C-glc] G7 30min,C4H3O4,Malate 134/116
3,1582.773022,C13_134.0_116.0,T. [13C-glc] G7 30min,C4H3O4,Malate 134/116
4,8258.781522,C13_134.0_116.0,T. [13C-glc] G7 30min,C4H3O4,Malate 134/116
5,7616.957022,C13_134.0_116.0,T. [13C-glc] G7 30min,C4H3O4,Malate 134/116
6,22378.873022,C13_134.0_116.0,Q. [13C-glc] G7 0min,C4H3O4,Malate 134/116
7,42.606522,C13_134.0_116.0,Q. [13C-glc] G7 0min,C4H3O4,Malate 134/116
8,11724.948522,C13_134.0_116.0,Q. [13C-glc] G7 0min,C4H3O4,Malate 134/116
9,8387.957022,C13_134.0_116.0,Q. [13C-glc] G7 0min,C4H3O4,Malate 134/116
10,2736.714522,C13_134.0_116.0,Q. [13C-glc] G7 0min,C4H3O4,Malate 134/116
11,1584.265522,C13_134.0_116.0,Q. [13C-glc] G7 0min,C4H3O4,Malate 134/116
0,106034.070517,C13_136.0_118.0,T. [13C-glc] G7 30min,C4H3O4,Malate 136/118
1,53408.289017,C13_136.0_118.0,T. [13C-glc] G7 30min,C4H3O4,Malate 136/118
2,76382.096017,C13_136.0_118.0,T. [13C-glc] G7 30min,C4H3O4,Malate 136/118
3,50707.771017,C13_136.0_118.0,T. [13C-glc] G7 30min,C4H3O4,Malate 136/118
4,60464.279517,C13_136.0_118.0,T. [13C-glc] G7 30min,C4H3O4,Malate 136/118
5,67136.337017,C13_136.0_118.0,T. [13C-glc] G7 30min,C4H3O4,Malate 136/118
6,0.0,C13_136.0_118.0,Q. [13C-glc] G7 0min,C4H3O4,Malate 136/118
7,0.0,C13_136.0_118.0,Q. [13C-glc] G7 0min,C4H3O4,Malate 136/118
8,0.0,C13_136.0_118.0,Q. [13C-glc] G7 0min,C4H3O4,Malate 136/118
9,0.0,C13_136.0_118.0,Q. [13C-glc] G7 0min,C4H3O4,Malate 136/118
10,1.91301697541,C13_136.0_118.0,Q. [13C-glc] G7 0min,C4H3O4,Malate 136/118
11,0.0,C13_136.0_118.0,Q. [13C-glc] G7 0min,C4H3O4,Malate 136/118
0,21693.9882128,C13_137.0_119.0,T. [13C-glc] G7 30min,C4H3O4,Malate 137/119
1,7704.2307128,C13_137.0_119.0,T. [13C-glc] G7 30min,C4H3O4,Malate 137/119
2,14122.4222128,C13_137.0_119.0,T. [13C-glc] G7 30min,C4H3O4,Malate 137/119
3,7702.1387128,C13_137.0_119.0,T. [13C-glc] G7 30min,C4H3O4,Malate 137/119
4,11936.5462128,C13_137.0_119.0,T. [13C-glc] G7 30min,C4H3O4,Malate 137/119
5,9625.8462128,C13_137.0_119.0,T. [13C-glc] G7 30min,C4H3O4,Malate 137/119
6,0.00521279524881,C13_137.0_119.0,Q. [13C-glc] G7 0min,C4H3O4,Malate 137/119
7,0.00521279524881,C13_137.0_119.0,Q. [13C-glc] G7 0min,C4H3O4,Malate 137/119
8,0.00521279524881,C13_137.0_119.0,Q. [13C-glc] G7 0min,C4H3O4,Malate 137/119
9,0.00521279524881,C13_137.0_119.0,Q. [13C-glc] G7 0min,C4H3O4,Malate 137/119
10,0.00521279524881,C13_137.0_119.0,Q. [13C-glc] G7 0min,C4H3O4,Malate 137/119
11,0.00521279524881,C13_137.0_119.0,Q. [13C-glc] G7 0min,C4H3O4,Malate 137/119
0,128355.826905,C13_135.0_117.0,T. [13C-glc] G7 30min,C4H3O4,Malate 135/117
1,64046.2444049,C13_135.0_117.0,T. [13C-glc] G7 30min,C4H3O4,Malate 135/117
2,83941.3104049,C13_135.0_117.0,T. [13C-glc] G7 30min,C4H3O4,Malate 135/117
3,62501.4269049,C13_135.0_117.0,T. [13C-glc] G7 30min,C4H3O4,Malate 135/117
4,77524.0779049,C13_135.0_117.0,T. [13C-glc] G7 30min,C4H3O4,Malate 135/117
5,81887.1609049,C13_135.0_117.0,T. [13C-glc] G7 30min,C4H3O4,Malate 135/117
6,369.251404863,C13_135.0_117.0,Q. [13C-glc] G7 0min,C4H3O4,Malate 135/117
7,0.0,C13_135.0_117.0,Q. [13C-glc] G7 0min,C4H3O4,Malate 135/117
8,0.0,C13_135.0_117.0,Q. [13C-glc] G7 0min,C4H3O4,Malate 135/117
9,0.0,C13_135.0_117.0,Q. [13C-glc] G7 0min,C4H3O4,Malate 135/117
10,0.0,C13_135.0_117.0,Q. [13C-glc] G7 0min,C4H3O4,Malate 135/117
11,0.0,C13_135.0_117.0,Q. [13C-glc] G7 0min,C4H3O4,Malate 135/117
